"school_code","school_name","school_address1","school_address2","school_city","school_province","school_postal_code","school_phone","authority_type","latitude","longitude","school_updated","school_authority_code","ecs","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total","start_year","end_year","enrollment_updated"
"1156","Holy Spirit Catholic School","151 Crimson Drive","","Sherwood Park","AB","T8H2R2","","Separate","53.551958705489","-113.27453599867","2017-03-16 21:15:31","0","18","1","21","15","-18","20","-2","1","-2","-58","0","0","0","-4","2012","2013","2017-03-16 21:16:27"
"1163","Inner City High School","P.O. Box 11506","","Edmonton","AB","T5J3K7","(780) 424-9425","Private School","53.543276647275","-113.49782345715","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","0","-3","17","5","19","2012","2013","2017-03-16 21:16:27"
"1166","White Cloud Head Start","11648 85 street","","Edmonton","AB","T5B0E5","(780) 486-2543","ECS Private Operator","53.5682509","-113.472232","2017-03-16 21:15:31","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2012","2013","2017-03-16 21:16:27"
"1173","Clareview Head Start","9321 Jasper Avenue","","Edmonton","AB","T5H3T7","(780) 475-1020","ECS Private Operator","53.546269875636","-113.47609035715","2017-03-16 21:15:31","0","11","0","0","0","0","0","0","0","0","0","0","0","0","11","2012","2013","2017-03-16 21:16:27"
"1174","Alberta Health Services Youth Residential Treatment Centre","12315 - 125 Street","","Edmonton","AB","T5L0N4","(780) 644-2918","Separate","53.578699","-113.537231","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","-1","0","0","-2","-1","-2","-6","2012","2013","2017-03-16 21:16:27"
"1221","Lakeland Ridge School","101 Crimson Drive","","Sherwood Park","AB","T8H2P1","(780) 416-9018","Public","53.552651945817","-113.27417967857","2017-03-16 21:15:31","0","-7","7","2","23","-36","18","-12","18","-23","23","0","0","0","13","2012","2013","2017-03-16 21:16:27"
"1234","EIPS Home Education","1604 Sherwood Drive","","Sherwood Park","AB","T8A0Z2","(780) 464-1899","Public","53.520257410735","-113.3176720176","2017-03-16 21:15:31","0","0","2","-2","2","-2","0","2","0","-1","1","0","-1","0","1","2012","2013","2017-03-16 21:16:27"
"1254","Aboriginal Head Start - Abbott Site","#204, 13229-146th Street","","Edmonton","AB","T5L 4S8","(780) 640-9799","ECS Private Operator","53.59298","-113.571707","2017-03-16 21:15:31","0","-6","0","0","0","0","0","0","0","0","0","0","0","0","-6","2012","2013","2017-03-16 21:16:27"
"1267","Greystone Centennial Middle School","130 Greystone Drive","","Spruce Grove","AB","T7X4P5","(780) 962-0357","Public","53.557021","-113.879503","2017-03-16 21:15:31","0","0","0","0","0","0","52","8","12","9","20","0","0","0","101","2012","2013","2017-03-16 21:16:27"
"1268","Holy Spirit Catholic School","100 Michigan Street","","Devon","AB","T9G2H6","(780) 987-5730","Separate","53.3554013","-113.7245274","2017-03-16 21:15:31","0","-4","0","-2","-13","1","-4","-9","0","6","0","0","0","0","-25","2012","2013","2017-03-16 21:16:27"
"1279","Calmar Elementary School","P.O. Box 1059","","Calmar","AB","T0C0V0","(780) 985-2228","Public","53.269448516192","-113.80684099415","2017-03-16 21:15:31","0","1","19","6","-3","3","-5","1","0","0","0","0","0","0","22","2012","2013","2017-03-16 21:16:27"
"1280","Allen Gray Child Development Centre","5005 - 28 Avenue","","Edmonton","AB","T6L7G1","(780) 469-9606","ECS Private Operator","53.4587911","-113.4226032","2017-03-16 21:15:31","0","-9","0","0","0","0","0","0","0","0","0","0","0","0","-9","2012","2013","2017-03-16 21:16:27"
"1282","Edmonton Christian Northeast School","5940 - 159 Avenue","","Edmonton","AB","T5Y0J5","(780) 408-7942","Public","53.620134","-113.431634","2017-03-16 21:15:31","0","15","-2","10","-3","3","-2","6","-12","-4","-2","0","0","0","9","2012","2013","2017-03-16 21:16:27"
"1283","Edmonton Christian West School","14345 McQueen Road","","Edmonton","AB","T5N3L5","(780) 408-7948","Public","53.5555077","-113.5688892","2017-03-16 21:15:31","0","4","-7","13","-19","-2","2","-2","1","-15","2","0","0","0","-23","2012","2013","2017-03-16 21:16:27"
"1295","Meadows Baptist Academy","2215 - 17 Street","","Edmonton","AB","T6T1J1","(780) 440-1195","Private School","53.453535266249","-113.36800078571","2017-03-16 21:15:31","0","-4","-8","-6","-9","-2","-15","-11","-14","-5","-17","-6","-5","-1","-103","2012","2013","2017-03-16 21:16:27"
"1318","Fresh Start Millwoods","2849 Millwoods Rd. West","","Edmonton","AB","T6K4A9","(780) 944-2002","Separate","53.459549038258","-113.44663733862","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","2","-12","6","8","4","2012","2013","2017-03-16 21:16:27"
"1321","Bright Bank Academy","4300 - 43 Street","","Stony Plain","AB","T7Z1J4","(780) 963-6064","Public","53.537016","-113.993727","2017-03-16 21:15:31","0","0","0","-1","0","1","-2","2","0","0","0","0","0","0","0","2012","2013","2017-03-16 21:16:27"
"1343","Children's Autism Services of Edmonton","17451-103 Avenue","","Edmonton","AB","T5S1J4","(780) 495-9235","ECS Private Operator","53.544909025064","-113.62129786243","2017-03-16 21:15:31","0","6","0","0","0","0","0","0","0","0","0","0","0","0","6","2012","2013","2017-03-16 21:16:27"
"1344","Lillian Osborne High School","2019 Leger Road NW","","Edmonton","AB","T6R0R9","(780) 391-2450","Public","53.457147285739","-113.58019691667","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","0","-18","40","0","22","2012","2013","2017-03-16 21:16:27"
"1362","EIPS Centre for Educational Alternatives","1604 Sherwood Drive","","Sherwood Park","AB","T8A0Z2","(780) 464-1899","Public","53.520145783224","-113.31777394155","2017-03-16 21:15:31","0","0","-1","2","2","1","-1","3","1","-3","0","0","0","0","4","2012","2013","2017-03-16 21:16:27"
"1367","Strathcona Christian Academy Elementary School","52362 Range Road 231","","Sherwood Park","AB","T8B0A3","(780) 449-2787","Public","53.508958889617","-113.27271418864","2017-03-16 21:15:31","0","2","0","-11","7","-4","4","-2","0","0","0","0","0","0","-4","2012","2013","2017-03-16 21:16:27"
"1371","?cole A la D?couverte","13410 - 119 Street","","Edmonton","AB","T5E5N1","(780) 474-9547","Francophone","53.5953134","-113.5275504","2017-03-16 21:15:31","0","9","9","10","0","0","13","0","0","0","0","0","0","0","41","2012","2013","2017-03-16 21:16:27"
"1387","Aurora Learning Foundation","0","51559 RR 225","Sherwood Park","AB","T8C1H5","(780) 464-4010","Private School","53.450326659065","-113.22075114501","2017-03-16 21:15:31","0","0","0","0","2","-2","0","2","-2","0","-1","1","0","0","0","2012","2013","2017-03-16 21:16:27"
"1427","Sister Annata Brockman Catholic Elementary/Junior High School","355 Hemingway Road NW","","Edmonton","AB","T6M0L7","(780) 444-0250","Separate","53.490988833778","-113.68289912223","2017-03-16 21:15:31","0","-26","-7","18","4","11","10","-5","14","-14","6","0","0","0","11","2012","2013","2017-03-16 21:16:27"
"1428","Monsignor William Irwin Catholic Elementary School","2629 Taylor Green NW","","Edmonton","AB","T6R3N8","(780) 430-1121","Separate","53.447789489274","-113.5752944029","2017-03-16 21:15:31","0","12","-16","27","20","12","59","0","0","0","0","0","0","0","114","2012","2013","2017-03-16 21:16:27"
"1429","Monsignor Fee Otterson Catholic Elementary/Junior High School","1834 Rutherford Road SW","","Edmonton","AB","T6W0N5","(780) 430-8015","Separate","53.416974242517","-113.5229280381","2017-03-16 21:15:31","0","33","10","-3","16","-1","22","-15","9","22","-5","0","0","0","88","2012","2013","2017-03-16 21:16:27"
"1430","Mother Margaret Mary Catholic High School","2010 Leger Rd.","","Edmonton","AB","T6R0R9","(780) 988-2279","Separate","53.459901377794","-113.58193444484","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","13","42","81","0","136","2012","2013","2017-03-16 21:16:27"
"1444","St. Teresa Catholic Outreach School","120 Hillside Centre","636 King Street","Spruce Grove","AB","T7X4K5","(780) 960-0475","Separate","53.5574245","-113.8945189","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","1","0","-1","-5","24","19","2012","2013","2017-03-16 21:16:27"
"1455","Johnny Bright School","1331 Rutherford Road SW","","Edmonton","AB","T6W1P4","(780) 437-1341","Public","53.419256175754","-113.53525741639","2017-03-16 21:15:31","0","4","7","2","38","-2","0","2","-1","-79","-73","0","0","0","-102","2012","2013","2017-03-16 21:16:27"
"1456","Dr. Donald Massey School","5435 - 162 Ave NW","","Edmonton","AB","T5Y0E8","(780) 457-5435","Public","53.6233828","-113.4216772","2017-03-16 21:15:31","0","2","3","26","10","4","-14","-2","-8","16","11","0","0","0","48","2012","2013","2017-03-16 21:16:27"
"1457","Florence Hallock School","16437 - 87 St. NW","","Edmonton","AB","T5Z3X1","(780) 478-1410","Public","53.6269582","-113.4745856","2017-03-16 21:15:31","0","1","-7","15","4","9","0","-10","-6","-8","15","0","0","0","13","2012","2013","2017-03-16 21:16:27"
"1458","A. Blair McPherson School","430 Tamarack Green NW","","Edmonton","AB","T6T0J4","(780) 468-4361","Public","53.469712790705","-113.36192113757","2017-03-16 21:15:31","0","32","15","18","22","30","12","37","-44","40","-17","0","0","0","145","2012","2013","2017-03-16 21:16:27"
"1459","Elizabeth Finch School","13815 - 160 Ave NW","","Edmonton","AB","T6V0C9","(780) 457-2022","Public","53.62080262977","-113.55951352223","2017-03-16 21:15:31","0","17","6","32","34","15","5","12","13","21","13","0","0","0","168","2012","2013","2017-03-16 21:16:27"
"1460","Esther Starkman School","2717 Terwillegar Way NW","","Edmonton","AB","T6R0G5","(780) 439-2717","Public","53.446186","-113.57353","2017-03-16 21:15:31","0","3","0","16","15","0","15","-5","-46","-96","-86","0","0","0","-184","2012","2013","2017-03-16 21:16:27"
"1466","?cole Joseph-Moreau","9750 - 74 Avenue","","Edmonton","AB","T6E1E8","(780) 436-6303","Francophone","53.510669","-113.481409","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","-15","15","-5","0","0","0","-5","2012","2013","2017-03-16 21:16:27"
"1467","?cole Alexandre-Tach","9-B Avenue Saint-Vital","","St. Albert","AB","T8N1K1","(780) 458-4878","Francophone","53.65920450216","-113.62417139172","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","-8","4","2","-2","5","4","5","2012","2013","2017-03-16 21:16:27"
"1496","Academie Saint-Andre Academy","5811 Rue Eaglemont","","Beaumont","AB","T4X0X1","(780) 929-2961","Separate","53.3606828","-113.4304915","2017-03-16 21:15:31","0","-12","-7","35","9","17","11","0","0","0","0","0","0","0","53","2012","2013","2017-03-16 21:16:27"
"1522","Revelation On-Line","9624 - 108 Avenue","","Edmonton","AB","T5H1A4","(780) 989-3000","Separate","53.554316","-113.488","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","0","844","235","117","1196","2012","2013","2017-03-16 21:16:27"
"1557","MAC Islamic School","11342 - 127 Street","","Edmonton","AB","T5M0T8","(780) 453-2220","Private School","53.563305","-113.542019","2017-03-16 21:15:31","0","16","4","7","10","-2","14","0","0","0","0","0","0","0","49","2012","2013","2017-03-16 21:16:27"
"1566","Genesis Early Learning Centre","10537 - 44 Street","","Edmonton","AB","T6A1W1","","Separate","53.549744742707","-113.40937161244","2017-03-16 21:15:31","0","101","0","0","0","0","0","0","0","0","0","0","0","0","101","2012","2013","2017-03-16 21:16:27"
"1576","Alberta Health Services Intensive Day Treatment Youth Program","12325 - 140 Street","","Edmonton","AB","T5L2C9","(780) 422-7383","Separate","53.576638363247","-113.56250435847","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","1","-2","-8","-1","-10","2012","2013","2017-03-16 21:16:27"
"1577","Bessie Nichols School","189 Hemingway Road NW","","Edmonton","AB","T6M2Z7","(780) 444-1922","Public","53.487217056271","-113.67178248333","2017-03-16 21:15:31","0","12","62","-3","21","17","20","8","18","47","1","0","0","0","203","2012","2013","2017-03-16 21:16:27"
"1578","Michael Strembitsky School","4110 Savaryn Drive SW","","Edmonton","AB","T6X0Z7","(780) 392-3500","Public","53.4133513","-113.4609009","2017-03-16 21:15:31","0","46","34","63","22","35","41","26","-9","31","17","0","0","0","306","2012","2013","2017-03-16 21:16:27"
"1582","Morinville Public School","10020 - 101 Avenue","","Morinville","AB","T8R1L5","(780) 939-3445","Public","53.804466113612","-113.6474312209","2017-03-16 21:15:31","0","38","40","4","14","16","11","17","0","0","0","0","0","0","140","2012","2013","2017-03-16 21:16:27"
"1592","Seden Centre for Child Development and Wellness","Wild Rose Square","182 Sioux Road","Sherwood Park","AB","T8A3X5","","ECS Private Operator","53.534111972779","-113.32751103558","2017-03-16 21:15:31","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","2012","2013","2017-03-16 21:16:27"
"1599","Elk Island Youth Ranch Learning Centre","c/o 683 Wye Road","","Sherwood Park","AB","T8B1N2","(780) 417-8202","Public","53.5113515","-113.2722977","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","-1","-3","5","1","1","-2","1","2012","2013","2017-03-16 21:16:27"
"1600","Waldorf Independent School of Edmonton","7211 - 96A Avenue","","Edmonton","AB","T6E1B5","","Private School","53.534248449299","-113.48498664974","2017-03-16 21:15:31","0","6","10","7","7","7","-1","1","0","0","0","0","0","0","37","2012","2013","2017-03-16 21:16:27"
"1684","St. Peter the Apostle Catholic High School","10 Harvest Ridge Drive","","Spruce Grove","AB","T7X0L3","(780) 962-6618","Separate","53.556749699943","-113.9506730439","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","-25","16","13","-34","-30","2012","2013","2017-03-16 21:16:27"
"1689","Black Gold Outreach - Beaumont","5202 - 50 Street","","Beaumont","AB","T4X1E5","(780) 929-5468","Public","53.352724894409","-113.41404776851","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","0","2","-6","21","17","2012","2013","2017-03-16 21:16:27"
"2034","St. John Paul II Catholic School","9975 - 93 Avenue","","Fort Saskatchewan","AB","T8L1N5","(780) 992-0889","Separate","53.700545","-113.209719","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","-14","3","0","9","-2","2012","2013","2017-03-16 21:16:27"
"2037","St. John XXIII Catholic School","9526 - 89 Street","","Fort Saskatchewan","AB","T8L2X7","(780) 998-7777","Separate","53.695321","-113.238203","2017-03-16 21:15:31","0","20","-24","28","2","2","0","0","0","0","0","0","0","0","28","2012","2013","2017-03-16 21:16:27"
"2038","Our Lady of The Angels Catholic School","9622 Sherridon Drive","","Fort Saskatchewan","AB","T8L1W7","(780) 998-3716","Separate","53.706187949307","-113.21891526257","2017-03-16 21:15:31","0","0","0","0","0","0","5","-17","53","-1","0","0","0","0","40","2012","2013","2017-03-16 21:16:27"
"2039","Our Lady of Perpetual Help Catholic School","273 Fir Street","","Sherwood Park","AB","T8A2G7","(780) 467-5631","Separate","53.518076938998","-113.30382159392","2017-03-16 21:15:31","0","-70","-69","-82","-74","-70","-12","-3","21","-8","-62","0","0","0","-429","2012","2013","2017-03-16 21:16:27"
"2040","Ecole Pere Kenneth Kearns Catholic School","8 Sandpiper Drive","","Sherwood Park","AB","T8A0B6","(780) 467-7135","Separate","53.5240243","-113.2927826","2017-03-16 21:15:31","0","13","21","26","36","19","-36","-43","0","0","0","0","0","0","36","2012","2013","2017-03-16 21:16:27"
"2041","Archbishop Jordan Catholic High School","4001 Emerald Drive","","Sherwood Park","AB","T8H0P5","(780) 467-2121","Separate","53.566494896259","-113.28728244415","2017-03-16 21:15:31","0","0","0","0","0","0","0","0","0","0","258","11","12","-21","260","2012","2013","2017-03-16 21:16:27"
