"school_code","school_name","school_address1","school_address2","school_city","school_province","school_postal_code","school_phone","authority_type","latitude","longitude","school_updated","school_authority_code","ecs","grade_1","grade_2","grade_3","grade_4","grade_5","grade_6","grade_7","grade_8","grade_9","grade_10","grade_11","grade_12","total","start_year","end_year","enrollment_updated"
"1028","Blessed Oscar Romero Catholic High School","17760 - 69 Avenue","","Edmonton","AB","T5T6X3","(780) 428-2705","Separate","53.504184245821","-113.629584","2017-03-16 21:15:31","0110","0","0","0","0","0","0","0","0","0","0","178","162","172","512","2012","2013","2017-03-16 22:33:43"
"1032","Corbett Hall Early Education Program","2-70 Corbett Hall","University of Alberta","Edmonton","AB","T6G2G4","(780) 492-5081","ECS Private Operator","53.5181022","-113.5237724","2017-03-16 21:15:31","0128","14","0","0","0","0","0","0","0","0","0","0","0","0","14","2012","2013","2017-03-16 22:33:44"
"1075","STAR Catholic Outreach School","4906 - 50 Avenue","","Leduc","AB","T9E6W9","(780) 980-0955","Separate","53.264989681907","-113.55113064418","2017-03-16 21:15:31","0020","0","0","0","0","0","0","0","0","0","0","6","17","28","51","2012","2013","2017-03-16 22:33:43"
"1096","Polish Sienkiewicz School","10960 104 ST","","Edmonton","AB","T5H2W6","(780) 439-5916","Private School","53.555995280316","-113.4999159828","2017-03-16 21:15:31","0149","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2012","2013","2017-03-16 22:33:44"
"1120","Norwood Chinese School","11124-130 St","C/O Westmount School","Edmonton","AB","T5M0J2","(780) 908-6406","Private School","53.5588333","-113.5462366","2017-03-16 21:15:31","0150","0","0","0","0","0","0","0","0","0","0","0","2","0","2","2012","2013","2017-03-16 22:33:44"
"1127","Mother Earth's Children's Charter School","c/o St John's School","RR #5","Stony Plain","AB","T7Z1X5","(780) 702-7531","Charter","53.385166645163","-114.29010412542","2017-03-16 21:15:31","0154","12","11","8","5","13","11","19","11","11","9","0","0","0","110","2012","2013","2017-03-16 22:33:44"
"1156","Holy Spirit Catholic School","151 Crimson Drive","","Sherwood Park","AB","T8H2R2","","Separate","53.551958705489","-113.27453599867","2017-03-16 21:15:31","0046","57","65","53","45","67","56","61","56","56","58","0","0","0","574","2012","2013","2017-03-16 22:33:43"
"1163","Inner City High School","P.O. Box 11506","","Edmonton","AB","T5J3K7","(780) 424-9425","Private School","53.543276647275","-113.49782345715","2017-03-16 21:15:31","9342","0","0","0","0","0","0","0","0","0","0","53","39","42","134","2012","2013","2017-03-16 22:33:44"
"1166","White Cloud Head Start","11648 85 street","","Edmonton","AB","T5B0E5","(780) 486-2543","ECS Private Operator","53.5682509","-113.472232","2017-03-16 21:15:31","0157","9","0","0","0","0","0","0","0","0","0","0","0","0","9","2012","2013","2017-03-16 22:33:44"
"1173","Clareview Head Start","9321 Jasper Avenue","","Edmonton","AB","T5H3T7","(780) 475-1020","ECS Private Operator","53.546269875636","-113.47609035715","2017-03-16 21:15:31","0159","80","0","0","0","0","0","0","0","0","0","0","0","0","80","2012","2013","2017-03-16 22:33:44"
"1174","Alberta Health Services Youth Residential Treatment Centre","12315 - 125 Street","","Edmonton","AB","T5L0N4","(780) 644-2918","Separate","53.578699","-113.537231","2017-03-16 21:15:31","0110","0","0","0","0","0","0","0","1","0","0","2","6","4","13","2012","2013","2017-03-16 22:33:43"
"1221","Lakeland Ridge School","101 Crimson Drive","","Sherwood Park","AB","T8H2P1","(780) 416-9018","Public","53.552651945817","-113.27417967857","2017-03-16 21:15:31","2195","78","74","72","51","87","73","82","76","96","68","0","0","0","757","2012","2013","2017-03-16 22:33:41"
"1234","EIPS Home Education","1604 Sherwood Drive","","Sherwood Park","AB","T8A0Z2","(780) 464-1899","Public","53.520257410735","-113.3176720176","2017-03-16 21:15:31","2195","0","0","2","2","2","2","2","1","2","1","0","1","1","16","2012","2013","2017-03-16 22:33:41"
"1254","Aboriginal Head Start - Abbott Site","#204, 13229-146th Street","","Edmonton","AB","T5L 4S8","(780) 640-9799","ECS Private Operator","53.59298","-113.571707","2017-03-16 21:15:31","0105","9","0","0","0","0","0","0","0","0","0","0","0","0","9","2012","2013","2017-03-16 22:33:44"
"1255","Aboriginal Head Start - Belmead Site","#204, 13229-146th Street","","Edmonton","AB","T5L 4S8","(780) 640-9799","ECS Private Operator","53.59298","-113.571707","2017-03-16 21:15:31","0105","7","0","0","0","0","0","0","0","0","0","0","0","0","7","2012","2013","2017-03-16 22:33:44"
"1267","Greystone Centennial Middle School","130 Greystone Drive","","Spruce Grove","AB","T7X4P5","(780) 962-0357","Public","53.557021","-113.879503","2017-03-16 21:15:31","2305","0","0","0","0","0","101","109","109","109","104","0","0","0","532","2012","2013","2017-03-16 22:33:41"
"1268","Holy Spirit Catholic School","100 Michigan Street","","Devon","AB","T9G2H6","(780) 987-5730","Separate","53.3554013","-113.7245274","2017-03-16 21:15:31","0048","39","39","40","46","43","42","47","41","31","0","0","0","0","368","2012","2013","2017-03-16 22:33:43"
"1279","Calmar Elementary School","P.O. Box 1059","","Calmar","AB","T0C0V0","(780) 985-2228","Public","53.269448516192","-113.80684099415","2017-03-16 21:15:31","2245","37","19","18","26","21","31","33","0","0","0","0","0","0","185","2012","2013","2017-03-16 22:33:41"
"1280","Allen Gray Child Development Centre","5005 - 28 Avenue","","Edmonton","AB","T6L7G1","(780) 469-9606","ECS Private Operator","53.4587911","-113.4226032","2017-03-16 21:15:31","0182","23","0","0","0","0","0","0","0","0","0","0","0","0","23","2012","2013","2017-03-16 22:33:44"
"1282","Edmonton Christian Northeast School","5940 - 159 Avenue","","Edmonton","AB","T5Y0J5","(780) 408-7942","Public","53.620134","-113.431634","2017-03-16 21:15:31","3020","57","62","48","51","50","53","45","58","56","55","0","0","0","535","2012","2013","2017-03-16 22:33:41"
"1283","Edmonton Christian West School","14345 McQueen Road","","Edmonton","AB","T5N3L5","(780) 408-7948","Public","53.5555077","-113.5688892","2017-03-16 21:15:31","3020","40","42","30","49","50","49","47","49","63","59","0","0","0","478","2012","2013","2017-03-16 22:33:41"
"1295","Meadows Baptist Academy","2215 - 17 Street","","Edmonton","AB","T6T1J1","(780) 440-1195","Private School","53.453535266249","-113.36800078571","2017-03-16 21:15:31","0030","13","14","16","11","6","15","11","17","6","18","6","5","1","139","2012","2013","2017-03-16 22:33:44"
"1318","Fresh Start Millwoods","2849 Millwoods Rd. West","","Edmonton","AB","T6K4A9","(780) 944-2002","Separate","53.459549038258","-113.44663733862","2017-03-16 21:15:31","0110","0","0","0","0","0","0","0","0","0","4","12","16","54","86","2012","2013","2017-03-16 22:33:43"
"1321","Bright Bank Academy","4300 - 43 Street","","Stony Plain","AB","T7Z1J4","(780) 963-6064","Public","53.537016","-113.993727","2017-03-16 21:15:31","2305","0","0","2","1","1","4","1","2","0","0","0","0","0","11","2012","2013","2017-03-16 22:33:41"
"1343","Children's Autism Services of Edmonton","17451-103 Avenue","","Edmonton","AB","T5S1J4","(780) 495-9235","ECS Private Operator","53.544909025064","-113.62129786243","2017-03-16 21:15:31","0197","18","0","0","0","0","0","0","0","0","0","0","0","0","18","2012","2013","2017-03-16 22:33:44"
"1344","Lillian Osborne High School","2019 Leger Road NW","","Edmonton","AB","T6R0R9","(780) 391-2450","Public","53.457147285739","-113.58019691667","2017-03-16 21:15:31","3020","0","0","0","0","0","0","0","0","0","0","366","346","362","1074","2012","2013","2017-03-16 22:33:41"
"1362","EIPS Centre for Educational Alternatives","1604 Sherwood Drive","","Sherwood Park","AB","T8A0Z2","(780) 464-1899","Public","53.520145783224","-113.31777394155","2017-03-16 21:15:31","2195","0","1","0","0","0","1","0","0","5","4","0","0","0","11","2012","2013","2017-03-16 22:33:41"
"1367","Strathcona Christian Academy Elementary School","52362 Range Road 231","","Sherwood Park","AB","T8B0A3","(780) 449-2787","Public","53.508958889617","-113.27271418864","2017-03-16 21:15:31","2195","78","85","84","75","86","83","90","0","0","0","0","0","0","581","2012","2013","2017-03-16 22:33:41"
"1371","?cole A la D?couverte","13410 - 119 Street","","Edmonton","AB","T5E5N1","(780) 474-9547","Francophone","53.5953134","-113.5275504","2017-03-16 21:15:31","8040","16","15","8","11","12","1","3","0","0","0","0","0","0","66","2012","2013","2017-03-16 22:33:44"
"1387","Aurora Learning Foundation","349","51559 RR 225","Sherwood Park","AB","T8C1H5","(780) 464-4010","Private School","53.450326659065","-113.22075114501","2017-03-16 21:15:31","0210","0","0","0","0","2","2","0","2","2","3","2","2","2","17","2012","2013","2017-03-16 22:33:44"
"1427","Sister Annata Brockman Catholic Elementary/Junior High School","355 Hemingway Road NW","","Edmonton","AB","T6M0L7","(780) 444-0250","Separate","53.490988833778","-113.68289912223","2017-03-16 21:15:31","0110","98","95","82","80","74","65","72","57","71","68","0","0","0","762","2012","2013","2017-03-16 22:33:43"
"1428","Monsignor William Irwin Catholic Elementary School","2629 Taylor Green NW","","Edmonton","AB","T6R3N8","(780) 430-1121","Separate","53.447789489274","-113.5752944029","2017-03-16 21:15:31","0110","96","127","104","89","83","27","29","0","0","0","0","0","0","555","2012","2013","2017-03-16 22:33:43"
"1429","Monsignor Fee Otterson Catholic Elementary/Junior High School","1834 Rutherford Road SW","","Edmonton","AB","T6W0N5","(780) 430-8015","Separate","53.416974242517","-113.5229280381","2017-03-16 21:15:31","0110","110","72","85","70","67","53","70","67","46","45","0","0","0","685","2012","2013","2017-03-16 22:33:43"
"1430","Mother Margaret Mary Catholic High School","2010 Leger Rd.","","Edmonton","AB","T6R0R9","(780) 988-2279","Separate","53.459901377794","-113.58193444484","2017-03-16 21:15:31","0110","0","0","0","0","0","0","0","0","0","168","94","0","0","262","2012","2013","2017-03-16 22:33:43"
"1444","St. Teresa Catholic Outreach School","120 Hillside Centre","636 King Street","Spruce Grove","AB","T7X4K5","(780) 960-0475","Separate","53.5574245","-113.8945189","2017-03-16 21:15:31","0048","0","0","0","0","0","0","0","1","0","3","8","19","54","85","2012","2013","2017-03-16 22:33:43"
"1455","Johnny Bright School","1331 Rutherford Road SW","","Edmonton","AB","T6W1P4","(780) 437-1341","Public","53.419256175754","-113.53525741639","2017-03-16 21:15:31","3020","139","132","133","87","97","96","88","72","79","73","0","0","0","996","2012","2013","2017-03-16 22:33:41"
"1456","Dr. Donald Massey School","5435 - 162 Ave NW","","Edmonton","AB","T5Y0E8","(780) 457-5435","Public","53.6233828","-113.4216772","2017-03-16 21:15:31","3020","101","102","80","78","76","85","88","98","82","70","0","0","0","860","2012","2013","2017-03-16 22:33:41"
"1457","Florence Hallock School","16437 - 87 St. NW","","Edmonton","AB","T5Z3X1","(780) 478-1410","Public","53.6269582","-113.4745856","2017-03-16 21:15:31","3020","50","74","57","58","59","60","78","91","97","82","0","0","0","706","2012","2013","2017-03-16 22:33:41"
"1458","A. Blair McPherson School","430 Tamarack Green NW","","Edmonton","AB","T6T0J4","(780) 468-4361","Public","53.469712790705","-113.36192113757","2017-03-16 21:15:31","3020","93","100","88","88","69","82","71","131","96","117","0","0","0","935","2012","2013","2017-03-16 22:33:41"
"1459","Elizabeth Finch School","13815 - 160 Ave NW","","Edmonton","AB","T6V0C9","(780) 457-2022","Public","53.62080262977","-113.55951352223","2017-03-16 21:15:31","3020","101","111","88","59","61","71","66","72","63","49","0","0","0","741","2012","2013","2017-03-16 22:33:41"
"1460","Esther Starkman School","2717 Terwillegar Way NW","","Edmonton","AB","T6R0G5","(780) 439-2717","Public","53.446186","-113.57353","2017-03-16 21:15:31","3020","101","117","104","91","97","87","93","110","96","86","0","0","0","982","2012","2013","2017-03-16 22:33:41"
"1466","?cole Joseph-Moreau","9750 - 74 Avenue","","Edmonton","AB","T6E1E8","(780) 436-6303","Francophone","53.510669","-113.481409","2017-03-16 21:15:31","8040","0","0","0","0","0","0","0","98","79","84","0","0","0","261","2012","2013","2017-03-16 22:33:44"
"1467","?cole Alexandre-Tach","9-B Avenue Saint-Vital","","St. Albert","AB","T8N1K1","(780) 458-4878","Francophone","53.65920450216","-113.62417139172","2017-03-16 21:15:31","8040","0","0","0","0","0","0","0","32","28","21","2","15","19","117","2012","2013","2017-03-16 22:33:44"
"1496","Academie Saint-Andre Academy","5811 Rue Eaglemont","","Beaumont","AB","T4X0X1","(780) 929-2961","Separate","53.3606828","-113.4304915","2017-03-16 21:15:31","0020","86","74","35","24","10","0","0","0","0","0","0","0","0","229","2012","2013","2017-03-16 22:33:43"
"1522","Revelation On-Line","9624 - 108 Avenue","","Edmonton","AB","T5H1A4","(780) 989-3000","Separate","53.554316","-113.488","2017-03-16 21:15:31","0110","0","0","0","0","0","0","0","0","0","0","16","82","86","184","2012","2013","2017-03-16 22:33:43"
"1557","MAC Islamic School","11342 - 127 Street","","Edmonton","AB","T5M0T8","(780) 453-2220","Private School","53.563305","-113.542019","2017-03-16 21:15:31","0249","21","16","12","9","9","0","0","0","0","0","0","0","0","67","2012","2013","2017-03-16 22:33:44"
"1566","Genesis Early Learning Centre","10537 - 44 Street","","Edmonton","AB","T6A1W1","","Separate","53.549744742707","-113.40937161244","2017-03-16 21:15:31","0110","162","0","0","0","0","0","0","0","0","0","0","0","0","162","2012","2013","2017-03-16 22:33:43"
"1576","Alberta Health Services Intensive Day Treatment Youth Program","12325 - 140 Street","","Edmonton","AB","T5L2C9","(780) 422-7383","Separate","53.576638363247","-113.56250435847","2017-03-16 21:15:31","0110","0","0","0","0","0","0","0","0","0","0","5","8","5","18","2012","2013","2017-03-16 22:33:43"
"1577","Bessie Nichols School","189 Hemingway Road NW","","Edmonton","AB","T6M2Z7","(780) 444-1922","Public","53.487217056271","-113.67178248333","2017-03-16 21:15:31","3020","113","68","76","67","67","60","64","63","21","24","0","0","0","623","2012","2013","2017-03-16 22:33:42"
"1578","Michael Strembitsky School","4110 Savaryn Drive SW","","Edmonton","AB","T6X0Z7","(780) 392-3500","Public","53.4133513","-113.4609009","2017-03-16 21:15:31","3020","135","130","83","90","74","55","48","61","35","30","0","0","0","741","2012","2013","2017-03-16 22:33:42"
"1582","Morinville Public School","10020 - 101 Avenue","","Morinville","AB","T8R1L5","(780) 939-3445","Public","53.804466113612","-113.6474312209","2017-03-16 21:15:31","1110","136","35","39","29","21","16","0","0","0","0","0","0","0","276","2012","2013","2017-03-16 22:33:42"
"1592","Seden Centre for Child Development and Wellness","Wild Rose Square","182 Sioux Road","Sherwood Park","AB","T8A3X5","","ECS Private Operator","53.534111972779","-113.32751103558","2017-03-16 21:15:31","0254","27","0","0","0","0","0","0","0","0","0","0","0","0","27","2012","2013","2017-03-16 22:33:44"
"1599","Elk Island Youth Ranch Learning Centre","c/o 683 Wye Road","","Sherwood Park","AB","T8B1N2","(780) 417-8202","Public","53.5113515","-113.2722977","2017-03-16 21:15:31","2195","0","0","0","0","0","0","0","1","4","1","2","1","2","11","2012","2013","2017-03-16 22:33:42"
"1600","Waldorf Independent School of Edmonton","7211 - 96A Avenue","","Edmonton","AB","T6E1B5","","Private School","53.534248449299","-113.48498664974","2017-03-16 21:15:31","0259","31","16","13","5","0","1","0","0","0","0","0","0","0","66","2012","2013","2017-03-16 22:33:44"
"1684","St. Peter the Apostle Catholic High School","10 Harvest Ridge Drive","","Spruce Grove","AB","T7X0L3","(780) 962-6618","Separate","53.556749699943","-113.9506730439","2017-03-16 21:15:31","0048","0","0","0","0","0","0","0","0","0","226","184","150","178","738","2012","2013","2017-03-16 22:33:43"
"1689","Black Gold Outreach - Beaumont","5202 - 50 Street","","Beaumont","AB","T4X1E5","(780) 929-5468","Public","53.352724894409","-113.41404776851","2017-03-16 21:15:31","2245","0","0","0","0","0","0","0","0","0","0","4","16","12","32","2012","2013","2017-03-16 22:33:42"
"2034","St. John Paul II Catholic School","9975 - 93 Avenue","","Fort Saskatchewan","AB","T8L1N5","(780) 992-0889","Separate","53.700545","-113.209719","2017-03-16 21:15:31","0046","0","0","0","0","0","0","0","0","0","91","86","79","73","329","2012","2013","2017-03-16 22:33:43"
"2037","St. John XXIII Catholic School","9526 - 89 Street","","Fort Saskatchewan","AB","T8L2X7","(780) 998-7777","Separate","53.695321","-113.238203","2017-03-16 21:15:31","0046","68","93","66","71","73","0","0","0","0","0","0","0","0","371","2012","2013","2017-03-16 22:33:43"
"2038","Our Lady of The Angels Catholic School","9622 Sherridon Drive","","Fort Saskatchewan","AB","T8L1W7","(780) 998-3716","Separate","53.706187949307","-113.21891526257","2017-03-16 21:15:31","0046","0","0","0","0","0","76","100","58","63","0","0","0","0","297","2012","2013","2017-03-16 22:33:43"
"2039","Our Lady of Perpetual Help Catholic School","273 Fir Street","","Sherwood Park","AB","T8A2G7","(780) 467-5631","Separate","53.518076938998","-113.30382159392","2017-03-16 21:15:31","0046","70","69","82","74","70","75","73","48","55","62","0","0","0","678","2012","2013","2017-03-16 22:33:43"
